belongs_to_collection,genres,original_language,overview,popularity,production_companies,release_date,revenue,spoken_languages,title,vote_average,vote_count,release_year,return,cast,director
Before... Collection,"['Drama', 'Romance']",en,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",11.304979,"['Detour Film Production', 'Warner Bros.']",1995-01-27,5535405.0,"['English', 'Deutsch', 'Français']",Before Sunrise,7.7,984.0,1995,2.214162,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger', 'Tex Rubinowitz', 'Erni Mangold', 'Dominik Castell', 'Haymon Maria Buttinger', 'Harold Waiglein', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andric', 'Constanze Schweiger', 'John Sloss', 'Alexandra Seibel', 'Georg Schöllhammer', 'Christian Ankowitsch', 'Wilbirg Reiter', 'Barbara Klebel', 'Wolfgang Staribacher', 'Wolfgang Glüxam']",Richard Linklater
Clerks Collection,['Comedy'],en,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",10.513367,"['Miramax Films', 'View Askew Productions']",1994-09-13,3151130.0,['English'],Clerks,7.4,769.0,1994,116.70851851851852,"[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith', 'Lisa Spoonhauer', 'Marilyn Ghigliotti', 'Scott Mosier', 'Walt Flanagan', 'Scott Schiaffo', 'David Klein', 'Ed Hapstak', 'Pattijean Csik', 'John Henry Westhead', 'Kimberly Loughran', 'Grace Smith']",Kevin Smith
Dumb and Dumber Collection,['Comedy'],en,"Lloyd and Harry are two men whose stupidity is really indescribable. When Mary, a beautiful woman, loses an important suitcase with money before she leaves for Aspen, the two friends (who have found the suitcase) decide to return it to her. After some ""adventures"" they finally get to Aspen where, using the lost money they live it up and fight for Mary's heart.",9.844558,"['New Line Cinema', 'Motion Picture Corporation of America (MPCA)']",1994-12-16,247275374.0,['English'],Dumb and Dumber,6.5,1894.0,1994,15.454710875,"['Jim Carrey', 'Jeff Daniels', 'Lauren Holly', 'Teri Garr', 'Mike Starr', 'Karen Duffy', 'Charles Rocket', 'Victoria Rowell', 'Brady Bluhm', 'Cam Neely', 'Rob Moran', 'Joe Baker', 'Hank Brandt', 'Felton Perry', 'Brad Lockerman', 'Kathryn Frick', 'Zen Gesner', 'Lawrence Kopp', 'Clint Allen', 'Connie Sawyer', 'Lin Shaye', 'Mike Watkis', 'Harland Williams', 'Diane Kinerk', 'Lisa Stothard', 'Sean Gildea', 'Charles Rahi Chun', 'Helen Boll', 'Fred Stoller', 'Hillary Matthews', 'Karen Ingram', 'Jesse Borja', 'Vene L. Arcoraci', 'Anna Anka', 'Samantha Carpel', 'Elaine Wood', 'Bruce Bowns', 'Denise Vienne', 'Nancy Farrelly', 'Catalina Izasa', 'Samatha Pearson', 'Ken Duvall', 'Cecile Krevoy', 'George Bedard', 'Bill Beauchene', 'Gary Sivertsen', 'John Stroehman', 'Terry Mullany', 'Brad Blank', 'Mark Miosky', 'Mike Cavallo', 'Tom Leasca', 'Kevin Sheehan', 'Kenny Griswold', 'Brian Mone', 'Brad Norton', 'Chris Spain', 'Paul Pelletier', 'Mark Levine', 'Billy Smith', 'Mark Charpentier', ""James 'Sporty' Ahern"", 'Jim Blake', 'Traci Adell', 'Anita Rice', 'Pam Nielson', 'Nancy Barker', 'Brad Lowder', 'Doug Caputo', 'James Horrocks', 'Clemens E. Franek', 'Marty Fresca', 'Valentina', 'Kirsten Maryott', 'Bryan Moss', 'Craig Patterson', 'Irene Santiago', 'Craig Patterson', 'Josh Shipley', 'John Yost']",Peter Farrelly
A Goofy Movie Collection,"['Romance', 'Animation', 'Family', 'Comedy', 'Adventure']",en,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",10.177977,['Walt Disney Pictures'],1995-04-07,35348597.0,['English'],A Goofy Movie,6.7,404.0,1995,0.0,"['Bill Farmer', 'Jason Marsden', 'Rob Paulsen', 'Jim Cummings', 'Kellie Martin', 'Kevin Lima', 'Jenna von Oy', 'Joey Lawrence', 'Julie Brown', 'Wayne Allwine', 'Wallace Shawn', 'Florence Stanley', 'Frank Welker', 'Pat Buttram', 'Pauly Shore']",Kevin Lima
The Vampire Chronicles,"['Horror', 'Romance']",en,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",11.970205,['Geffen Pictures'],1994-11-11,223664608.0,"['English', 'Français']",Interview with the Vampire,7.2,1558.0,1994,3.7277434666666664,"['Brad Pitt', 'Tom Cruise', 'Kirsten Dunst', 'Antonio Banderas', 'Christian Slater', 'Stephen Rea', 'Thandie Newton', 'Domiziana Giordano', 'Sara Stockbridge', 'Indra Ové', 'Laure Marsac', 'Andrew Tiernan', 'Bellina Logan', 'George Kelly', 'Helen McCrory']",Neil Jordan
Star Wars Collection,"['Adventure', 'Action', 'Science Fiction']",en,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,42.149697,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",1977-05-25,775398007.0,['English'],Star Wars,8.1,6778.0,1977,70.49072790909091,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness', 'Anthony Daniels', 'Kenny Baker', 'Peter Mayhew', 'David Prowse', 'James Earl Jones', 'Phil Brown', 'Shelagh Fraser', 'Jack Purvis', 'Eddie Byrne', 'Denis Lawson', 'Garrick Hagon', 'Don Henderson', 'Leslie Schofield', 'Richard LeParmentier', 'Michael Leader', 'Alex McCrindle', 'Drewe Henley', 'Jack Klaff', 'William Hootkins', 'Angus MacInnes', 'Jeremy Sinden', 'Graham Ashley', 'David Ankrum', 'Mark Austin', 'Scott Beach', 'Lightning Bear', 'Jon Berg', 'Doug Beswick', 'Paul Blake', 'Janice Burchette', 'Ted Burnett', 'John Chapman', 'Gilda Cohen', 'Tim Condren', 'Barry Copping', 'Alfie Curtis', 'Robert Davies', 'Maria De Aragon', 'Robert A. Denham', 'Frazer Diamond', 'Peter Diamond', 'Warwick Diamond', 'Sadie Eden', 'Kim Falkinburg', 'Harry Fielder', 'Ted Gagliano', 'Salo Gardner', 'Steve Gawley', 'Barry Gnome', 'Rusty Goffe', 'Isaac Grand', 'Nelson Hall', 'Reg Harding', 'Alan Harris', 'Frank Henson', 'Christine Hewett', 'Arthur Howell', 'Tommy Ilsley', 'Joe Johnston', 'Annette Jones', 'Linda Jones', 'Joe Kaye', 'Colin Michael Kitchens', 'Melissa Kurtz', 'Tiffany L. Kurtz', 'Al Lampert', 'Anthony Lang', 'Laine Liska', 'Derek Lyons', 'Mahjoub', 'Alf Mangan', 'Rick McCallum', 'Grant McCune', 'Geoffrey Moon', 'Mandy Morton', 'Lorne Peterson', 'Marcus Powell', 'Shane Rimmer', 'Pam Rose', 'George Roubicek', 'Erica Simmons', 'Angela Staines', 'George Stock', 'Roy Straite', 'Peter Sturgeon', 'Peter Sumner', 'John Sylla', 'Tom Sylla', 'Malcolm Tierney', 'Phil Tippett', 'Burnell Tucker', 'Morgan Upton', 'Jerry Walter', 'Hal Wamsley', 'Larry Ward', 'Diana Sadley Way', 'Harold Weed', 'Bill Weston', ""Steve 'Spaz' Williams"", 'Fred Wood', 'Colin Higgins']",George Lucas
Nemesis Collection,"['Science Fiction', 'Action', 'Thriller']",en,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination.",1.466491,"['Filmwerks', 'Imperial Entertainment']",1995-09-26,0.0,['English'],Nemesis 2 - Nebula,4.6,10.0,1995,0.0,"['Sue Price', 'Chad Stahelski', 'Tina Cote', 'Earl White', 'Jahi J.J. Zuri', 'Karen Studer', 'Shelton Baily', 'Jon H. Epstein', 'Sharon Bruneau', 'Debbie Muggli']",Albert Pyun
Once were Warriors Collection,['Drama'],en,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",4.025276,"['Avalon Studios', 'New Zealand Film Commission', 'New Zealand On Air']",1994-09-02,2201126.0,"['English', '']",Once Were Warriors,7.6,106.0,1994,0.0,"['Rena Owen', 'Temuera Morrison', 'Mamaengaroa Kerr-Bell', 'Julian Arahanga', 'Taungaroa Emile', 'Rachael Morris Jr.', 'Joseph Kairau', 'Cliff Curtis', 'Pete Smith', 'George Henare', 'Mere Boynton', 'Shannon Williams', 'Calvin Tuteao', 'Ray Bishop', 'Ian Mune', 'Robert Pollock']",Lee Tamahori
Poison Ivy Collection,"['Drama', 'Romance', 'Thriller']",en,"A young and naive college art student becomes obsessed with assuming the identity and personality of a departed coed who used to live in her room, and in so doing causes complications that result in two men, a student and her art professor, lusting after her.",6.448039,"['New Line Cinema', 'CineTel Pictures', 'MG Entertainment']",1996-01-16,0.0,['English'],Poison Ivy II: Lily,4.6,32.0,1996,0.0,"['Alyssa Milano', 'Johnathon Schaech', 'Xander Berkeley', 'Belinda Bauer', 'Camilla Belle', 'Kathryne Dora Brown', 'Walter Kim', 'Kate Rodger']",Anne Goursaud
Three Colors Collection,"['Drama', 'Mystery', 'Romance']",fr,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,7.832755,"['Zespół Filmowy TOR', 'Le Studio Canal+', 'France 3 Cinéma', 'Télévision Suisse-Romande']",1994-05-27,0.0,['Français'],Three Colors: Red,7.8,246.0,1994,0.0,"['Irène Jacob', 'Jean-Louis Trintignant', 'Jean-Pierre Lorit', 'Frédérique Feder', 'Samuel Le Bihan', 'Marion Stalens', 'Zbigniew Zamachowski', 'Juliette Binoche', 'Julie Delpy', 'Benoît Régent']",Krzysztof Kieślowski
Three Colors Collection,"['Drama', 'Music', 'Mystery']",fr,A woman struggles to find a way to live her life after the death of her husband and child.,8.843517,"['France 3 Cinéma', 'CED Productions']",1993-01-10,0.0,"['Français', 'Polski']",Three Colors: Blue,7.7,311.0,1993,0.0,"['Juliette Binoche', 'Benoît Régent', 'Florence Pernel', 'Charlotte Véry', 'Hélène Vincent', 'Philippe Volter', 'Claude Duneton', 'Hugues Quester', 'Emmanuelle Riva', 'Julie Delpy', 'Zbigniew Zamachowski']",Krzysztof Kieślowski
Three Colors Collection,"['Comedy', 'Drama', 'Mystery']",fr,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.",6.5898,"['Le Studio Canal+', 'France 3 Cinéma', 'Eurimages']",1994-01-26,0.0,"['Français', 'Magyar', 'Polski']",Three Colors: White,7.3,218.0,1994,0.0,"['Zbigniew Zamachowski', 'Julie Delpy', 'Janusz Gajos', 'Jerzy Stuhr', 'Aleksander Bardini', 'Grzegorz Warchol', 'Cezary Harasimowicz', 'Jerzy Nowak', 'Philippe Morier-Genoud', 'Juliette Binoche']",Krzysztof Kieślowski
Swan Princess Series,['Animation'],en,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.",8.910462,['Rich Animation Studios'],1994-11-18,9771658.0,['English'],The Swan Princess,6.5,251.0,1994,0.27919022857142856,"['Michelle Nicastro', 'Jack Palance', 'Howard McGillin', 'John Cleese', 'Steven Wright', 'Steve Vinovich', 'Mark Harelik', 'James Arrington', 'Joel McKinnon Miller', 'Dakin Matthews', 'Sandy Duncan', 'Brian Nissen', 'Adam Wylie']",Richard Rich
The Santa Clause Collection,"['Fantasy', 'Drama', 'Comedy', 'Family']",en,"Scott Calvin is an ordinary man, who accidentally causes Santa Claus to fall from his roof on Christmas Eve and is knocked unconscious. When he and his young son finish Santa's trip and deliveries, they go to the North Pole, where Scott learns he must become the new Santa and convince those he loves that he is indeed, Father Christmas.",9.665424,"['Walt Disney Pictures', 'Hollywood Pictures']",1994-11-10,189833357.0,['English'],The Santa Clause,6.3,501.0,1994,8.628788954545454,"['Tim Allen', 'Judge Reinhold', 'Wendy Crewson', 'David Krumholtz', 'Peter Boyle', 'Eric Lloyd', 'Paige Tamada', 'Larry Brandenburg', 'Jayne Eastwood', 'Kenny Vadas', 'Chris Benson']",John Pasquin
Tales from the Crypt Collection,"['Horror', 'Comedy', 'Thriller']",en,A man on the run is hunted by a demon known as the Collector.,9.455342,"['Universal Pictures', 'Tales From The Crypt Holdings']",1995-01-13,0.0,['English'],Tales from the Crypt: Demon Knight,6.7,96.0,1995,0.0,"['Billy Zane', 'William Sadler', 'Jada Pinkett Smith', 'Brenda Bakke', 'CCH Pounder', 'John Kassir', 'Dick Miller', 'Thomas Haden Church', 'John Schuck', 'Gary Farmer', 'Charles Fleischer', 'Tim DeZarn', 'Sherrie Rose', ""Ryan O'Donohue"", 'Tony Salome', 'Chasey Lain', 'Traci Bingham', 'Peggy Trentini']",Ernest R. Dickerson
Star Trek: The Next Generation Collection,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",en,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,8.105708,['Paramount Pictures'],1994-11-17,120000000.0,['English'],Star Trek: Generations,6.4,461.0,1994,3.1578947368421053,"['Patrick Stewart', 'Jonathan Frakes', 'Brent Spiner', 'LeVar Burton', 'Michael Dorn', 'Gates McFadden', 'Marina Sirtis', 'William Shatner', 'James Doohan', 'Walter Koenig', 'Malcolm McDowell', 'Alan Ruck', 'Whoopi Goldberg', 'Thomas Dekker', 'Cameron Oppenheimer', 'Jenette Goldstein', 'Tim Russ']",David Carson
Ace Ventura Collection,"['Comedy', 'Mystery']",en,"He's Ace Ventura: Pet Detective. Jim Carrey is on the case to find the Miami Dolphins' missing mascot and quarterback Dan Marino. He goes eyeball to eyeball with a man-eating shark, stakes out the Miami Dolphins and woos and wows the ladies. Whether he's undercover, under fire or underwater, he always gets his man . . . or beast!",11.247957,"['Warner Bros.', 'Morgan Creek Productions']",1994-02-04,107217396.0,['English'],Ace Ventura: Pet Detective,6.4,1684.0,1994,7.1478264,"['Jim Carrey', 'Sean Young', 'Courteney Cox', 'Tone Loc', 'Dan Marino', 'Noble Willingham', 'Troy Evans', 'Raynor Scheine', 'Udo Kier', 'Frank Adonis', 'Tiny Ron Taylor', 'John Capodice', 'Alice Drummond', 'Rebecca Ferratti', 'Mark Margolis', ""Randall 'Tex' Cobb"", 'Bubba Baker', 'Robert Deacon', 'Greg Finley']",Tom Shadyac
The Jack Ryan Collection,"['Action', 'Drama', 'Thriller']",en,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,7.513245,"['Paramount Pictures', 'Mace Neufeld Productions']",1994-08-03,215887717.0,['English'],Clear and Present Danger,6.4,390.0,1994,3.482059951612903,"['Harrison Ford', 'Willem Dafoe', 'Anne Archer', 'Joaquim de Almeida', 'Henry Czerny', 'Harris Yulin', 'Donald Moffat', 'Miguel Sandoval', 'Benjamin Bratt', 'Raymond Cruz', 'Dean Jones', 'Thora Birch', 'Ann Magnuson', 'Hope Lange', 'Tom Tammi', 'James Earl Jones', 'Ted Raimi', 'Greg Germann']",Phillip Noyce
The Crow Collection,"['Fantasy', 'Action', 'Thriller']",en,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven -- watched over by a hypnotic crow -- returns from the grave to exact revenge.",15.799336,"['Miramax Films', 'Crowvision Inc.', 'Entertainment Media Investment Corporation', 'Jeff Most Productions', 'Edward R. Pressman Film']",1994-05-11,94000000.0,['English'],The Crow,7.3,980.0,1994,6.266666666666667,"['Brandon Lee', 'Rochelle Davis', 'Ernie Hudson', 'Michael Wincott', 'Bai Ling', 'Sofia Shinas', 'Anna Levine', 'David Patrick Kelly', 'Angel David', 'Laurence Mason', 'Michael Massee', 'Tony Todd', 'Jon Polito', 'Bill Raymond', 'Marco Rodríguez', 'Norman Max Maxwell']",Alex Proyas
The Flintstones (Live-Action) Collection,"['Fantasy', 'Comedy', 'Family']",en,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,15.019586,"['Universal Pictures', 'Amblin Entertainment', 'Hanna-Barbera Productions']",1994-05-26,341631208.0,['English'],The Flintstones,5.0,559.0,1994,7.426765391304348,"['John Goodman', 'Elizabeth Perkins', 'Rick Moranis', ""Rosie O'Donnell"", 'Kyle MacLachlan', 'Halle Berry', 'Elizabeth Taylor', 'Dann Florek', 'Richard Moll', 'Irwin Keyes', 'Jonathan Winters', 'Harvey Korman', 'Corey Burton', 'Roger L. Jackson', 'Jean Vander Pyl']",Brian Levant
The Lion King Collection,"['Family', 'Animation', 'Drama']",en,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,21.605761,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",1994-06-23,788241776.0,['English'],The Lion King,8.0,5520.0,1994,17.516483911111113,"['Jonathan Taylor Thomas', 'Matthew Broderick', 'James Earl Jones', 'Jeremy Irons', 'Moira Kelly', 'Niketa Calame', 'Ernie Sabella', 'Nathan Lane', 'Robert Guillaume', 'Rowan Atkinson', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings', 'Madge Sinclair', 'Joseph Williams', 'Jason Weaver', 'Sally Dworsky', 'Laura Williams', 'Zoe Leader', 'Frank Welker', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Evan Saucedo', 'Brian Tochi']",Roger Allers
