title,genres,overview,director,production_companies
Batman,"['Fantasy', 'Action']","The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",Tim Burton,"['PolyGram Filmed Entertainment', 'The Guber-Peters Company', 'Warner Bros.']"
The Silence of the Lambs,"['Crime', 'Drama', 'Thriller']","FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",Jonathan Demme,"['Orion Pictures', 'Strong Heart/Demme Production']"
Beauty and the Beast,"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']","Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",Gary Trousdale,"['Walt Disney Pictures', 'Walt Disney Animation Studios', 'Silver Screen Partners IV']"
Candyman: Farewell to the Flesh,['Horror'],"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",Bill Condon,"['Propaganda Films', 'PolyGram Filmed Entertainment']"
Homeward Bound II: Lost in San Francisco,"['Adventure', 'Comedy', 'Drama', 'Family']","Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",David R. Ellis,['Walt Disney Pictures']
Heavy Metal,"['Animation', 'Science Fiction']","A glowing orb terrorizes a young girl with a collection of stories of dark fantasy, eroticism and horror.",Gerald Potterton,['Canadian Film Development Corporation (CFDC)']
Hellraiser: Bloodline,"['Horror', 'Thriller', 'Science Fiction']","In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",Kevin Yagher,"['Miramax Films', 'Dimension Films', 'Trans Atlantic Entertainment']"
All Dogs Go to Heaven 2,"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']","Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",Paul Sabella,['Metro-Goldwyn-Mayer (MGM)']
Mission: Impossible,"['Adventure', 'Action', 'Thriller']","When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",Brian De Palma,"['Paramount Pictures', 'Cruise/Wagner Productions']"
DragonHeart,['Fantasy'],"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",Rob Cohen,['Universal Pictures']
Bloodsport II,"['Action', 'Thriller']","After thief Alex Cardo gets caught while stealing an ancient katana in East Asia, he soon finds himself imprisoned and beaten up by the crowd there. One of the guards, Demon, feels upset by Alex appearance and tortures him as often as he gets the opportunity. Alex finds a friend and mentor in the jailhouse, Master Sun, who teaches him a superior fighting style called Iron Hand. When a 'best of the best kumite' is to take place, Demon gets an invitation. Now Master Sun and Alex need to find a way to let Alex take part in the kumite too.",Alan Mehrez,['FM Entertainment International N.V.']
Pather Panchali,['Drama'],"The film is a coming-of-age story of a young boy named Apu, and life in his small Indian village in the early years of the 20th century. Apu is born to a poor Brahmin family in Bengal. His father Harihar is a priest who dreams of becoming a successful poet and a playwright; he does not earn enough, but the mother Sarbajaya keeps the family going. Because of their limited resources, Sarbajaya resents having to share her home with Harihar's elderly cousin: the old and helpless cripple Indir. Apu's sister Durga is always getting into trouble for stealing guavas from the neighbour's orchards for Indir. She cares for Apu like a good older sister but loves to affectionately tease him. Together, they make do with what they have and enjoy the simple joys of life.",Satyajit Ray,['Government of West Bengal']
The World of Apu,['Drama'],Apu is a jobless ex-student dreaming vaguely of a future as a writer. An old college friend talks him into a visit up-country to a village wedding....,Satyajit Ray,['Satyajit Ray Productions']
Alphaville,"['Drama', 'Science Fiction', 'Mystery']","An American private-eye, arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",Jean-Luc Godard,"['Filmstudio', 'Athos Films', 'Chaumiane']"
The Substitute,"['Action', 'Thriller']","After he did some jobs for CIA, ex-marine John Shale is visiting his high school love Jane. She's now a teacher in Columbus High School in Miami. Soon after his arriving Jane has her knee cap broken while jogging. After that, John decides to go undercover as her substitute in high school. Very soon he finds out that gang named Kings of Destruction is terrorizing the school.",Robert Mandel,['Live Entertainment']
The Visitors,"['Fantasy', 'Comedy', 'Science Fiction']","This outrageous time-travel comedy follows the misadventures of a wacky medieval knight (Jean Reno) and his faithful servant when they are accidentally transported to contemporary times by a senile sorcererMayhem rules as these 12th-century visitors try adapting to the wildly confusing modern world. To avoid being stuck here for good, however, they soon begin an all-out cosmic assault on their former castle -- now a luxury hotel -- in their quest to return to the past",Jean-Marie Poiré,"['Canal Plus', 'Gaumont International', 'France 3 Cinema']"
Ghost in the Shell,"['Action', 'Animation', 'Science Fiction']","In the year 2029, the barriers of our world have been broken down by the net and by cybernetics, but this brings new vulnerability to humans in the form of brain-hacking. When a highly-wanted hacker known as 'The Puppetmaster' begins involving them in politics, Section 9, a group of cybernetically enhanced cops, are called in to investigate and stop the Puppetmaster.",Mamoru Oshii,"['Bandai Visual Company', 'Kodansha', 'Production I.G.']"
A Close Shave,"['Family', 'Animation', 'Comedy']","Wallace falls in love with wool-shop owner Wendolene, not suspecting that she (or rather, her dog) is at the head of a fiendish sheep-rustling plot. Gromit is set up and jailed, but his new-found sheepish friend is determine to give Wallace a helping hand in finding out the real truth.",Nick Park,['Aardman Animations']
The Arrival,"['Action', 'Mystery', 'Science Fiction', 'Thriller']","Zane Ziminski is an astrophysicist who receives a message that seems to have extraterrestrial origins. Eerily soon after his discovery, Zane is fired. He then embarks on a search to determine the origins of the transmission that leads him into a Hitchcockian labyrinth of paranoia and intrigue.",David Twohy,"['Live Entertainment', 'Steelwork Films', 'Mediaworks']"
Touki Bouki,"['Drama', 'Romance']","A cowherd with a skull-mounted motorcycle and a university student meet in Dakar; put off by life in Senegal, they plan to make money in Paris.",Djibril Diop Mambéty,"['Studio Kankourama', 'Cinegrit']"
Trainspotting,"['Drama', 'Crime']","Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Danny Boyle,"['Miramax Films', 'Channel Four Films', 'Noel Gay Motion Picture Company', 'Figment Films', 'Film4']"
Independence Day,"['Action', 'Adventure', 'Science Fiction']","On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",Roland Emmerich,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment']"
The Hunchback of Notre Dame,"['Drama', 'Animation', 'Family']","When Quasi defies the evil Frollo and ventures out to the Festival of Fools, the cruel crowd jeers him. Rescued by fellow outcast the gypsy Esmeralda, Quasi soon finds himself battling to save the people and the city he loves.",Gary Trousdale,['Walt Disney Pictures']
The Nutty Professor,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']","Eddie Murphy stars as shy Dr. Sherman Klump, a kind, brilliant, 'calorifically challenged' genetic professor. When beautiful Carla Purty joins the university faculty, Sherman grows desperate to whittle his 400-pound frame down to size and win her heart. So, with one swig of his experimental fat-reducing serum, Sherman becomes 'Buddy Love', a fast-talking, pumped-up , plumped down Don Juan.",Tom Shadyac,"['Imagine Entertainment', 'Universal Pictures']"
A Very Brady Sequel,['Comedy'],"A man claiming to be Carol Brady's long-lost first husband, Roy Martin, shows up at the suburban Brady residence one evening. An impostor, the man is actually determined to steal the Bradys' familiar horse statue, a $20-million ancient Asian artifact.",Arlene Sanford,['Paramount Pictures']
The Crow: City of Angels,"['Action', 'Fantasy', 'Thriller']","After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",Tim Pope,['Miramax Films']
